Title,Price,Rating,Address,Img_URL,Description,Rank_of_province,Link_FoodTour,Unnamed: 8,Unnamed: 9
DUYEN LE THI THAO,-1,5.0,-1,-1,What can I say except that she made ho chi Minh city feel alive in a way I couldn't have ever imagined. She really made every location an adventure. This tour was super fan and all of the spots she picked lead themselves to fun adventures where I could try the local cuisine. The rides in-between the restaurants and locals were also very safe and she is a great driver. She also did a great job explaining the food and the importance it has in he culture and never made me feel bad about my chopstick skills haha. Her English was also at a level that I felt I never had to explain my self too many times. She also was very good at anticipating my needs. I will definitely use her services again! I would also recommend anyone who is traveling solo to look at this tour as a great opportunity to explore one of Vietnam's biggest city ho chi Minh city.,Số 45 trên 158 Vui chơi & Giải trí ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d24090867-Reviews-DUYEN_LE_THI_THAO-Ho_Chi_Minh_City.html,,
Hoian & Vicinity Tours,-1,5.0,-1,-1,"Cinq étoiles pour un service parfait!
Au Vietnam, les circuits en français ne sont pas aussi populaires que les circuits en anglais, mais au final nous avons trouvé une agence de voyage comme Hoian & Vicinity Tours. Ils servent les touristes en anglais et en français.
Au début, j'étais un peu sceptique quant à la capacité du guide à parler français, mais après d'avoir discuté un moment, j'ai été très surpris. Il parlait parfaitement le français comme un natif lorsqu'il nous a fourni des informations sur les destinations de notre itinéraire touristique dans la vieille ville de Hoi An. Nous avons appris beaucoup de choses intéressantes de lui. Il était très enthousiaste et n'hésitait pas à nous aider en cas de besoin.
La visite de trois jours et deux nuits à Hoi An et ses environs nous a offert une expérience formidable!
Nous sommes très reconnaissants à Hoian & Vicinity Tours d'avoir organisé une merveilleuse visite pour nous!
Si nous avons l'occasion de retourner à Hoi An, nous les verrons encore certainement. Nous aimons le beau pays du Vietnam!",Số 68 trên 127 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d24991414-Reviews-Hoian_Vicinity_Tours-Hoi_An_Quang_Nam_Province.html,,
Hội An Nipa Tour,-1,5.0,-1,-1,một trãi nghiệm tuyệt vời .chúng tôi di chuyển bằng thuyền thúng.trải nghiêm cảm giác lênh đênh trên sông.very good,Số 70 trên 127 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d19174893-Reviews-H_i_An_Nipa_Tour-Hoi_An_Quang_Nam_Province.html,,
Hoi An Da Nang Local Tours & Nightlife Tours,-1,4.5,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0a/6e/f2/16.jpg,"So pretty at night. Tons of lanterns lighting up the market. A huge variety of food, souvenirs and plenty of photo opportunities",Số 1 trên 4 Chuyến tham quan & hoạt động ở Phuoc My,https://www.tripadvisor.com.vn/Attraction_Review-g19779171-d20074581-Reviews-Hoi_An_Da_Nang_Local_Tours_Nightlife_Tours-Phuoc_My_Son_Tra_Peninsula_Da_Nang.html,,
Dennis HFK,-1,5.0,-1,-1,"I wasn't sure about this tour when I first booked, but I was not one bit disappointed! Dennis is so fun and friendly and I thoroughly enjoyed my high five class! I can honestly say I am a pro at high fives now and have only Dennis to thank for it. Will definitely be back for his advanced class. Thanks a mil Dennis!!",Số 41 trên 135 Vui chơi & Giải trí ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d17548309-Reviews-Dennis_HFK-Hanoi.html,,
Can Tho Mekong Tour,-1,4.5,-1,-1,"I’m here with a 13 and 15 year old while their father stayed in Melbourne to work. I felt terribly sorry for him as we said goodbye at the airport however that was a week ago and it turns out I drew the short straw!!!

However, our tour guide Jackie remained super positive throughout our tour, was so kind and informative and was not thrown by their truculent behaviour. The noodle factory was actually really fascinating but I suspect these traditional manufacturers are few and far between these days. We also went to a cacao farm and factory which was really interesting and Jackie was very well informed regarding the entire process.

Take Jackie! Leave the teenagers at home",Số 11 trên 22 Đồ ăn & Đồ uống ở Cần Thơ,https://www.tripadvisor.com.vn/Attraction_Review-g303942-d12949376-Reviews-Can_Tho_Mekong_Tour-Can_Tho_Mekong_Delta.html,,
Kumquat Hoi An,-1,4.5,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/ca/da/c0/20190814-130740-largejpg.jpg?w=900&h=700&s=1,We did the morning cycling tour followed by the cooking class. All 4 of us really enjoyed being amongst the nature and peace through the rice fields and the villages. A lovely 20kn ride with a boat trip back then great fun all together learning 6 different dishes to make. Id recommend this to my friends and family.,Số 103 trên 167 Lớp học & hội thảo ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d15837202-Reviews-Kumquat_Hoi_An-Hoi_An_Quang_Nam_Province.html,,
La Holista,-1,5.0,"22a Đường 64, Thành phố Hồ Chí Minh 700000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/0b/10/d7/caption.jpg?w=900&h=600&s=1,A friend and I did a trek with La Holista to Dinh Mountain. It was a great experience! They provided us with a delicious lunch and protein ball snacks. Rob and Chiara were great hosts and guided.,Số 55 trên 147 Lớp học & hội thảo ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d12907110-Reviews-La_Holista-Ho_Chi_Minh_City.html,,
iHome Cooking Class,-1,4.5,"31/E2 Biệt Thự, Nha Trang 57000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/3f/c6/c5/img-20170504-113539-largejpg.jpg?w=900&h=600&s=1,"For iHome Class, you can know about the Vietnam Cuisine from the class organizer. All Vietnamese Cuisine will introduced you to give you a great experience",Số 6 trên 12 Lớp học & hội thảo ở Nha Trang,https://www.tripadvisor.com.vn/Attraction_Review-g293928-d6601297-Reviews-IHome_Cooking_Class-Nha_Trang_Khanh_Hoa_Province.html,,
Tsubame Cooking Class,-1,5.0,"Go Vap District, Thành phố Hồ Chí Minh 70000 Việt Nam",-1,"もう何度もお世話になっています。
化学調味料やゴテゴテした味付けが嫌いなYen先生のお料理は、特別にハイレベルな行程もないのにどれもこれも美味しい物ばかりです。
日本語も大変上手です。教わった物を帰宅して作ってみようと思ったら、ちょっと分からないところがあった…などもメールで丁寧に対応してくださいます。ほとんど下ごしらえをして頂いている状態で分かりやすい説明を受けながら行程を見るというスタイルなので、凝っていそうな料理でも長丁場になることはありません。",Số 57 trên 147 Lớp học & hội thảo ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d5964048-Reviews-Tsubame_Cooking_Class-Ho_Chi_Minh_City.html,,
Mekong Tours,-1,4.5,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/f0/0a/9e/an-awesome-day-to-mekong.jpg?w=1200&h=-1&s=1,"Eerst langs wat farms om te kijken en wat te eten en dan over de Mekong Delta rivier, breed en smal.",Số 12 trên 22 Đồ ăn & Đồ uống ở Cần Thơ,https://www.tripadvisor.com.vn/Attraction_Review-g303942-d12906711-Reviews-Mekong_Tours-Can_Tho_Mekong_Delta.html,,
Cooking Class at Lantana Boutique Hotel,-1,5.0,"09 Thoại Ngọc Hầu, Hội An 560000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/26/4b/ca/executive-chef-sapphire.jpg?w=900&h=600&s=1,"It was really great from the time we saw here in the holel. She waz verry friendly in the market. Later her father in low, took us to a nice fishing cruse in the river. Comming to her home, cooking with her and the whole family was really great fun and verry tasty. Dont miss a day with hon.
Michal",Số 104 trên 167 Lớp học & hội thảo ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d15008272-Reviews-Cooking_Class_at_Lantana_Boutique_Hotel-Hoi_An_Quang_Nam_Province.html,,
Asiart Travels,-1,5.0,-1,-1,"Nous avions choisi Asiart Travels sur internet et alors que nous appréhendions de faire confiance sans vraiment connaître, nous avons au final été totalement conquis par cette agence. C’est incroyable tout ce que nous avons fait grâce à eux. Nous avions décidé d’explorer le Vietnam du nord au sud puis de passer par le Cambodge. Asiart Travels connaît chaque endroit, les coins moins touristiques, isolés de la foule ayant gardé toute leur authenticité et leur charme. Ils savent s’adapter à vos désir. Mlle Le qui a arrangé tout l’itinéraire était très gentille et dynamique. Elle a pris soin de tout pendant le séjour et on a même eu droit à un cadeau sur la fin. J’en profite pour remercier mr Thang d’Hanoi qui nous a fait un super visite de sa ville. C’est toutes ces choses, cette prise en charge, ces visites, ces découvertes d’endroits insolites, qui font d’un simple séjour un voyage extraordinaire. Merci à toute votre équipe et à la très belle Ha. À bientôt.",Số 258 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d15574291-Reviews-Asiart_Travels-Hanoi.html,,
Backstreet Academy Hue,-1,4.0,"159 Lê Duẩn, Huế 530000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/4c/d5/81/getlstd-property-photo.jpg?w=900&h=600&s=1,"We booked a cooking class with BA and it was interesting. We learnt to cook some dishes and taste so good. The host, she was lovely and patient. Now I know how to cook some Vietnamese food for my friends and my family. I will book their other activities when I come back to Vietnam next trip.",Số 16 trên 35 Lớp học & hội thảo ở Huế,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d10433445-Reviews-Backstreet_Academy_Hue-Hue_Thua_Thien_Hue_Province.html,,
Lavyla Travel Company Limited,-1,5.0,-1,-1,"Our guide Anne was outstanding. She made our visit to HCMC extras special. Her knowledge of Vitamins history amazing. She was extremely professional, friendly and kind.
We highly recommend her to lead tours in Vietnam.",Số 73 trên 273 Phương tiện giao thông ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d19860093-Reviews-Lavyla_Travel_Company_Limited-Ho_Chi_Minh_City.html,,
Emily Private Tour,-1,5.0,-1,-1,"We booked a private tour through C-Vietnam Travel and Emily was our tour guide in Da Nang and Hoi An. She was punctual and very professional. She answered all of our questions thoroughly and gave us excellent insight into the Vietnamese culture and history. She gave us plenty of time to peruse the scenery and main attractions of each item on our itinerary, at our leisure.

We would highly recommend her.",Số 129 trên 206 Đồ ăn & Đồ uống ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d13646504-Reviews-Emily_Private_Tour-Hoi_An_Quang_Nam_Province.html,,
STAR KITCHEN,-1,4.5,"2F, 8/15 le Thanh Ton, Dist. 1, Thành phố Hồ Chí Minh 12345 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/e8/d2/9c/photo0jpg.jpg?w=900&h=600&s=1,"I had sakura cheese cake and matcha milk tea here. Sakura cheese cake has some kind of a jelly on top and the middle part is filled with cheese. I accidently bumped into this cafe walking through the beautiful japanese street and the interior was also devine. Very friendly staffs, beautiful interior, yummy cakes and milk tea. Highly recommend for people looking for a decent cake in HCMC.

3박 4일 여행 중 셋째 날에 방문한 스타키친. 레탄톤에 있는 일본인 거리를 걷던 중 우연히 들어가게 됐는데 베트남에선 볼 수 없던 제대로 된 케이크와 밀크티를 먹을 수 있어서 너무 좋았음 ㅠㅠㅠ",Số 58 trên 147 Lớp học & hội thảo ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d5993308-Reviews-STAR_KITCHEN-Ho_Chi_Minh_City.html,,
PID Beer - Cocktail Club,-1,4.5,-1,-1,"Quán nằm ở cung đường trung tâm phố, không gian ấm cúng, có bia rượu đồ uống có cồn và thức ăn nhanh",Số 34 trên 98 Đồ ăn & Đồ uống ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d19722298-Reviews-PID_Beer_Cocktail_Club-Da_Nang.html,,
Inside Vietnam Trips,-1,5.0,-1,-1,"We really had an amazing tour with Tom and Hoa, wonderful tour guides very knowledgeable and kind. We highly recommend!!",Số 159 trên 326 Đồ ăn & Đồ uống ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d17661179-Reviews-Inside_Vietnam_Trips-Ho_Chi_Minh_City.html,,
Vietnam Tours Backstreet,-1,5.0,-1,-1,Unreal experience. Best way to see Hanoi. Our guides Jesse and jack were outstanding. Great drivers and very informative about the city. Itinerary was great and also value for money. This is a must do tour in Hanoi,Số 182 trên 494 Phương tiện giao thông ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d19596437-Reviews-Vietnam_Tours_Backstreet-Hanoi.html,,
"GIALAI ECOTOURIST Co.,Ltd",-1,5.0,-1,-1,"Chuyến 06 ngày của gia đình tôi thành công tốt đẹp, hdv chuyên nghiệp, dịch vụ tốt, hoàn hảo. Chuyến đi gắn kết tình thân các thành viên trong gia đình. Hdv chuyên nghiệp, lái xe rất tốt,khách sạn đẹp, ăn rất ngon",Số 1 trên 5 Chuyến tham quan & hoạt động ở Pleiku,https://www.tripadvisor.com.vn/Attraction_Review-g1224292-d23453416-Reviews-GIALAI_ECOTOURIST_Co_Ltd-Pleiku_Gia_Lai_Province.html,,
Lam Hoang Travel,-1,5.0,-1,-1,"Lam is very friendly and helpful service. Always punctual and a good karaoke singer. We highly recommend Lam Hoang Travel!
Very clean car, we forgot our mask and it was ready there",Số 79 trên 187 Phương tiện giao thông ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d23319443-Reviews-Lam_Hoang_Travel-Hoi_An_Quang_Nam_Province.html,,
Daily Vietnam Tours,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/57/59/3a/sapa-trekking.jpg?w=1200&h=900&s=1,"We booked with a local travel agent in Hanoi and our tour guide from ""Vietnam Daily Tours' was Mr T , they picked us up at the arranged time which in our travel experience was a first so started off well and only got better throughout the day albeit very long which we knew from the start,(to do Halong bay from Hanoi and back is a LONG DAY) Mr T was a wonderful guide very Knowledgeable and quite different from other Vietnamese guides who can be very brash and annoying, He was gracious and very pleasant but able to guide all 25 or so on the bus with what felt like a personal touch from pick up time until drop off some 13 hours later.
Had a great day at the bay, wonderful weather which always make it good..
Totally recommend these Guys and if you can get Mr T your tour will be the better for it.",Số 260 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d10815262-Reviews-Daily_Vietnam_Tours-Hanoi.html,,
DNV TRAVEL VIETNAM,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0b/38/91/f2.jpg,-1,Số 160 trên 326 Đồ ăn & Đồ uống ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d21319667-Reviews-DNV_TRAVEL_VIETNAM-Ho_Chi_Minh_City.html,,
Homies Craft Beer,-1,4.5,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/69/84/d7/caption.jpg?w=900&h=600&s=1,This is a very pleasant place in Hoi An with some fine beers from Heart of Darkness etc. Friendly staff as well.,Số 78 trong 134 hoạt động giải trí tại Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d24996344-Reviews-Homies_Craft_Beer-Hoi_An_Quang_Nam_Province.html,,
Vietnam Group Travel and Tours,-1,4.5,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/c6/11/e4.jpg,-1,Số 44 trên 135 Vui chơi & Giải trí ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d17847898-Reviews-Vietnam_Group_Travel_and_Tours-Hanoi.html,,
TroBee Trip,-1,5.0,-1,-1,There is the most basic for beginer who want to healing yourself by Yoga lifestyle and Meditation therapy.,Số 7 trên 12 Lớp học & hội thảo ở Nha Trang,https://www.tripadvisor.com.vn/Attraction_Review-g293928-d21009854-Reviews-TroBee_Trip-Nha_Trang_Khanh_Hoa_Province.html,,
INDOCHINA JOURNEY,-1,5.0,-1,-1,-1,Số 83 trên 207 Giải trí về đêm ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d20481573-Reviews-INDOCHINA_JOURNEY-Hanoi.html,,
Hoi An Student Tours,-1,5.0,-1,-1,-1,Số 18 trên 41 Vui chơi & Giải trí ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d20377076-Reviews-Hoi_An_Student_Tours-Hoi_An_Quang_Nam_Province.html,,
Tam Cốc Homestay,-1,5.0,-1,-1,What an amazing beautiful area of northern Vietnam! I will definitely go back. I'd reccomend tam Coc melody homestay! Hire a motorbike and explore this amazing part of the world!,Số 1 trên 3 Vui chơi & Giải trí ở Ninh Bình,https://www.tripadvisor.com.vn/Attraction_Review-g303945-d25178592-Reviews-Tam_C_c_Homestay-Ninh_Binh_Ninh_Binh_Province.html,,
Travel Hub Vietnam,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0a/04/a9/fd.jpg,"From our first contact by email, the representatives of this company made our visit to Vietnam super easy.
They met us at the airport and we were through the Visa process in minutes, leaving behind all those in our plane who were waiting for their stamp.
We planned a boat trip through Halong Bay for my husbands birthday and it was perfect- they even arranged for a cake! We did a cave tour and overnight stay in CatBa island. We met back up in Hanoi and They became our friends throughout our stay in north and south Vietnam, popping in and out for airplane transfers, car rides, hotel reservations and food tours. I honestly don’t think our trip would have been as enjoyable without them.
They customized each part of our trip according to our needs and budget and we never felt like we were really in a “tour”
Highly recommend them!",Số 263 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d19779955-Reviews-Travel_Hub_Vietnam-Hanoi.html,,
Vietnamese cooking class with Trang,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/bd/3c/56/caption.jpg?w=900&h=600&s=1,"a warm-hearted welcome, a room with feel - good atmosphere, many interesting talks with the hosts, getting inside - informations about Vietnam and exclusive excursions - all this made our 6 days in paradise something special.
But i am especially grateful for eternity with my holiday souvenir: Trang teached me to cook vietnamese dishes! So i can revive the vietnam feeling at any time! I continue to learn from her for a year after our stay: via what‘s app, instagram and recently via you tube!
But the best thing about our stay by Trang is that i found a new girlfriend -
a friendship across all borders!
Sooo many thanks dear Trang 💖",Số 6 trên 14 Lớp học & hội thảo ở Đảo Phú Quốc,https://www.tripadvisor.com.vn/Attraction_Review-g469418-d19987786-Reviews-Vietnamese_cooking_class_with_Trang-Phu_Quoc_Island_Kien_Giang_Province.html,,
Easy Travel,-1,5.0,-1,-1,"Chương trình tham quan đầy đủ các điểm đã cam kết, dịch vụ rất tốt, nhân viên tư vấn nhiệt tình, sẽ quay lại lần nữa",Số 3 trên 7 Lớp học & hội thảo ở Cần Thơ,https://www.tripadvisor.com.vn/Attraction_Review-g303942-d20051897-Reviews-Easy_Travel-Can_Tho_Mekong_Delta.html,,
My Son Sanctuary Private Tours : Sunrise Tour - Morning Tour - Afternoon Tour,-1,4.5,-1,-1,"Our private sunrise tour to My Son in February was terrific! Our guide was knowledgeable and made the experience very memorable. Perfect pace of the tour, interesting discussion of history of My Son and Vietnam overall, and lots of nice photo opportunities. Great driver and easy booking process as well.",Số 31 trên 88 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d20160916-Reviews-My_Son_Sanctuary_Private_Tours_Sunrise_Tour_Morning_Tour_Afternoon_Tour-Da_Nang.html,,
Bitour,-1,5.0,-1,-1,-1,Số 161 trên 326 Đồ ăn & Đồ uống ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d19481226-Reviews-Bitour-Ho_Chi_Minh_City.html,,
Apt852,-1,3.5,"31 Lê Thị Riêng 4th Floor, Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/a5/94/d0/every-night-is-a-step.jpg?w=900&h=600&s=1,"Dịch vụ tệ hại, chậm trễ. Mình tới lúc 8h nằm trong khung happy hour mua 1 tặng 1 nhưng không biết và nhân viên cũng không giới thiệu. Tới lúc tính tiền cũng không tính free 1 ly. Ra về mới biết có hỏi nvien thì họ bảo là thấy mình uống không nổi nên không báo. Một câu chuyện hài. Tiền bạc uống vài ly cocktail không quan trong. Quan trọng là bỏ tiền ra uống mà không đc happy mà còn có cảm giác bị lừa. Lần đầu tiên cũng là lần cuối",Số 124 trên 296 Giải trí về đêm ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d15709055-Reviews-Apt852-Ho_Chi_Minh_City.html,,
The Sinh Tourist Day Tours,-1,3.0,-1,-1,"Đây là chuyến đi khá thú vị, công ty chuyên nghiệp, thức ăn khá ngon và có nhiều hoạt động văn hóa đặc sắc. Có một chút thất vọng về anh hướng dẫn, anh nói 2 lần bằng tiếng Anh CHINA SEA khi nói về biển Đông của Việt Nam",Số 61 trên 147 Lớp học & hội thảo ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d2493165-Reviews-The_Sinh_Tourist_Day_Tours-Ho_Chi_Minh_City.html,,
Saigoncholon,-1,5.0,-1,-1,"Tony is a wonderful guide who went above and beyond to provide a great experience of Ho Chi Minh City. He's knowledgeable, respectful, kind and went out of his way to ensure that I was getting the most of my walking tour. I totally recommend him for his deep insight of this city and its history. Thank you!",Số 77 trên 273 Phương tiện giao thông ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d19449206-Reviews-Saigoncholon-Ho_Chi_Minh_City.html,,
Hatvala,-1,4.5,-1,-1,tea roomですが、ベトナムらしく、ダンボールは外に出ているし、グチャグチャです。お茶の販売もしています。お茶は美味しいが、全体的にタイの方がレベルが高い。,Số 165 trên 326 Đồ ăn & Đồ uống ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d12940185-Reviews-Hatvala-Ho_Chi_Minh_City.html,,
vietvacationtours,-1,5.0,-1,-1,"Vietnam and Cambodia from Australia. From the planning stage to the end of the trip, I had the most fabulous time. My guides were always prompt and very helpful, the destinations were wonderful, and the accommodation was perfect. My trip involved a significant amount of travelling throughout both countries, yet I never felt rushed or overly tired. I worked with Lily in planning the trip and her suggestions and recommendations were all outstanding. This was my first time in Cambodia and Vietnam and I would love to return. I highly recommend Vietvacationtours to anyone planning a trip to Southeast Asia.",Số 9 trên 28 Đồ ăn & Đồ uống ở Vịnh Hạ Long,https://www.tripadvisor.com.vn/Attraction_Review-g293923-d19382571-Reviews-Vietvacationtours-Halong_Bay_Quang_Ninh_Province.html,,
Hadleo Tours,-1,5.0,-1,-1,"My Linh was so welcoming and informative! In such a big city it's hard to find people who are so nice and speak English so well. I have been to many countries, and on many tours, but none will top this. In this crazy city it's nice to find someone who will treat you with respect and kindness as I was on this tour. I WILL BE BACK for this tour!!!! Thanks again My Linh!!!",Số 62 trên 147 Lớp học & hội thảo ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d19459009-Reviews-Hadleo_Tours-Ho_Chi_Minh_City.html,,
Local tour guide in Hoian,-1,5.0,-1,-1,"Nguyen Huu Quang who freelanced for Discova Tours was our guide in Hoi An, Hue and Dong Hoi is a fabulous guide. He is incredibly well read on the history, culture and all things Vietnamese. Plus, he’s got a great sense of humor. Can’t recommend him highly enough!",Số 19 trên 41 Vui chơi & Giải trí ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d15214279-Reviews-Local_tour_guide_in_Hoian-Hoi_An_Quang_Nam_Province.html,,
KAS Travel,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/09/92/07/3f.jpg,"Nhân viên của KAS rất tận tình trong việc tư vấn cho khách hàng, đưa rất nhiều thông tin bổ ích để tôi có thể lựa chọn một tour du lịch hợp lý cho mình. Ngoài ra, tour của KAS có rất nhiều trải nghiệm đặc biệt mà các tour khác không có, ngoài ra chính sách hậu mãi khiến tôi rất hài lòng",Số 79 trên 273 Phương tiện giao thông ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d19255369-Reviews-KAS_Travel-Ho_Chi_Minh_City.html,,
Laco Cookery,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/0d/fe/e2/getlstd-property-photo.jpg?w=900&h=600&s=1,Fantastic evening with great food and lots of new skills. Highly recommend for anyone who enjoys the local cuisine,Số 107 trên 167 Lớp học & hội thảo ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d17282136-Reviews-Laco_Cookery-Hoi_An_Quang_Nam_Province.html,,
Golden Bridge Ba Na Hills Tour,-1,4.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/09/f6/34/87.jpg,-1,Số 78 trên 127 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d19710274-Reviews-Golden_Bridge_Ba_Na_Hills_Tour-Hoi_An_Quang_Nam_Province.html,,
Ta station,-1,5.0,-1,-1,-1,Số 2 trên 4 Đồ ăn & Đồ uống ở Đồng Hới,https://www.tripadvisor.com.vn/Attraction_Review-g659924-d17710724-Reviews-Ta_station-Dong_Hoi_Quang_Binh_Province.html,,
HVG Travel,-1,5.0,-1,-1,I chose HVG Travel according to good online comments and they didn't disappoint. The driver was on time to pick me up outside the cruise terminal and very polite. The service given was above standard and reliable. Will certainly recommend HVG to my friends.,Số 36 trên 98 Đồ ăn & Đồ uống ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d14004523-Reviews-HVG_Travel-Da_Nang.html,,
LandedVibe,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/37/ac/e3/making-traditional-dish.jpg?w=1200&h=-1&s=1,"As this wasn't my first time visiting vietnam, I were already familiar with most of the tourist-activities, like Halong bay, Chu Chi tunnels, diverse food and night tours etc. Somehow I stumbled over this page and actually found some new unique activities, I've never heard about before. We had tried the silver-ring forging activity in Ho Chi Minh and it was great!",Số 168 trên 326 Đồ ăn & Đồ uống ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d15292453-Reviews-LandedVibe-Ho_Chi_Minh_City.html,,
Xin Chao Travel,-1,5.0,-1,-1,"On arriving in Hanoi we had no arrangements for our 2 week tour of Vietnam. Thankfully we came across Christian who helped us not only with our days in Hanoi but arranged the majority of our transport around the whole of Vietnam, from trains, busses, boats and even hotels. Our transfers from Hanoi to Ha Long Bay, Nimh Bình and train to Da Nang were arranged perfectly, with even contact from Christian throughout our travels to ensure everything ran smoothly. His knowledge of his country is exceptional and I highly recommend any tour through this company!",Số 100 trên 224 Lớp học & hội thảo ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d16880723-Reviews-Xin_Chao_Travel-Hanoi.html,,
Daily Tour,-1,5.0,-1,-1,"29 OCT My family booking ticket airline from Hue to Ho Chi Minh, Staff service very good, professional. i love you",Số 20 trên 39 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Huế,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d10832706-Reviews-Daily_Tour-Hue_Thua_Thien_Hue_Province.html,,
Pineapple C,-1,5.0,-1,-1,"Had a great laugh with these guys, drinks were awesome and they were so attentive to our needs. They really know their stuff. Thanks again Sam and Sean, see you on the flip side!",Số 12 trên 47 Lớp học & hội thảo ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d17332881-Reviews-Pineapple_C-Da_Nang.html,,
